session_id,timestamp,focus_score,au1_inner_brow_raise,au2_outer_brow_raise,au4_frown,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au10_upper_lip_raise,au12_smile,au14_dimpler,au15_mouth_down,au20_lip_stretcher,au23_lip_compression,au25_mouth_open,au26_jaw_drop,avg_ear,head_yaw,head_pitch,symmetry_score,blink_rate_per_min,eye_closed_sec,is_blink,left_iris_x,left_iris_y,right_iris_x,right_iris_y,gaze_direction_x,gaze_direction_y,gaze_deviation,tension_score,tension_level,tension_sources_brow_furrow,tension_sources_lip_compression,tension_sources_eye_closure,tension_sources_expression_instability,tension_sources_emotional_influence,micro_exp_au_name,micro_exp_intensity,micro_exp_duration_frames,micro_exp_onset_frame,dominant_emotion,confidence,emotion_state,is_valid,au1_inner_brow_raise_trend,au1_inner_brow_raise_volatility,au1_inner_brow_raise_change_rate,au2_outer_brow_raise_trend,au2_outer_brow_raise_volatility,au2_outer_brow_raise_change_rate,au4_frown_trend,au4_frown_volatility,au4_frown_change_rate,au6_cheek_raise_trend,au6_cheek_raise_volatility,au6_cheek_raise_change_rate,au7_eye_squeeze_trend,au7_eye_squeeze_volatility,au7_eye_squeeze_change_rate,au9_nose_wrinkle_trend,au9_nose_wrinkle_volatility,au9_nose_wrinkle_change_rate,au10_upper_lip_raise_trend,au10_upper_lip_raise_volatility,au10_upper_lip_raise_change_rate,au12_smile_trend,au12_smile_volatility,au12_smile_change_rate,au14_dimpler_trend,au14_dimpler_volatility,au14_dimpler_change_rate,au15_mouth_down_trend,au15_mouth_down_volatility,au15_mouth_down_change_rate,au20_lip_stretcher_trend,au20_lip_stretcher_volatility,au20_lip_stretcher_change_rate,au23_lip_compression_trend,au23_lip_compression_volatility,au23_lip_compression_change_rate,au25_mouth_open_trend,au25_mouth_open_volatility,au25_mouth_open_change_rate,au26_jaw_drop_trend,au26_jaw_drop_volatility,au26_jaw_drop_change_rate,avg_ear_trend,avg_ear_volatility,avg_ear_change_rate,head_yaw_trend,head_yaw_volatility,head_yaw_change_rate,head_pitch_trend,head_pitch_volatility,head_pitch_change_rate,symmetry_score_trend,symmetry_score_volatility,symmetry_score_change_rate,blink_rate_per_min_trend,blink_rate_per_min_volatility,blink_rate_per_min_change_rate,eye_closed_sec_trend,eye_closed_sec_volatility,eye_closed_sec_change_rate,is_blink_trend,is_blink_volatility,is_blink_change_rate,left_iris_x_trend,left_iris_x_volatility,left_iris_x_change_rate,left_iris_y_trend,left_iris_y_volatility,left_iris_y_change_rate,right_iris_x_trend,right_iris_x_volatility,right_iris_x_change_rate,right_iris_y_trend,right_iris_y_volatility,right_iris_y_change_rate,gaze_direction_x_trend,gaze_direction_x_volatility,gaze_direction_x_change_rate,gaze_direction_y_trend,gaze_direction_y_volatility,gaze_direction_y_change_rate,gaze_deviation_trend,gaze_deviation_volatility,gaze_deviation_change_rate
20260304_135106,1772603474.3104322,0.3,0.265,0.366,0.148,0.387,0.516,0.491,0.014,0.0,0.599,0.0,0.0,0.612,0.0,0.0,0.484,0.294,-0.994,0.989,0.0,0.0,0,0.541,0.571,0.62,0.578,-0.074,-0.751,0.754,0.785,high,0.192,0.795,0.0,0.704,0.4,au4_frown,0.148,5,10,anxiety,1.0,neutral,1,-0.105,0.143,0.228,-0.228,0.201,0.29,-0.196,0.375,0.517,0.116,0.113,0.129,-0.185,0.13,0.308,0.004,0.005,0.024,0.253,1.0,1.0,-0.009,0.143,1.0,0.265,0.142,0.046,-0.187,1.0,1.0,-0.009,0.143,1.0,-0.448,0.328,0.445,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.203,0.482,0.034,0.091,0.05,-0.024,0.142,1.0,0.038,0.024,0.056,1.0,0.672,0.918,-0.008,0.189,1.0,0.0,0.0,0.0,-0.014,0.022,0.034,-0.054,0.032,0.028,-0.02,0.016,0.041,-0.077,0.039,0.03,-0.007,0.32,0.743,0.195,0.819,1.0,-0.191,0.12,0.238
20260304_135106,1772603474.3424575,0.3,0.257,0.365,0.136,0.389,0.558,0.491,0.0,0.0,0.598,0.0,0.0,0.916,0.0,0.0,0.442,0.286,-0.994,0.988,0.0,0.0,0,0.54,0.575,0.622,0.586,-0.06,-0.724,0.727,0.832,high,0.176,1.0,0.0,0.703,0.4,au4_frown,0.136,6,9,anxiety,1.0,neutral,1,-0.108,0.144,0.279,-0.231,0.202,0.291,-0.197,0.378,0.63,0.11,0.112,0.12,-0.186,0.13,0.167,0.003,0.006,0.024,0.244,1.0,1.0,-0.01,0.143,1.0,0.257,0.141,0.055,-0.182,1.0,1.0,-0.01,0.143,1.0,-0.43,0.328,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0.202,0.26,0.034,0.091,0.008,-0.025,0.143,1.0,0.04,0.024,0.054,1.0,0.655,0.871,-0.009,0.189,1.0,0.0,0.0,0.0,-0.015,0.022,0.039,-0.051,0.031,0.043,-0.021,0.016,0.034,-0.076,0.039,0.0,-0.01,0.319,0.601,0.183,0.813,1.0,-0.18,0.119,0.157
20260304_135106,1772603474.3700342,0.3,0.28,0.392,0.157,0.379,0.558,0.49,0.0,0.0,0.628,0.0,0.0,0.771,0.0,0.0,0.442,0.291,-0.992,0.988,0.0,0.0,0,0.539,0.578,0.62,0.588,-0.072,-0.759,0.762,0.839,high,0.205,1.0,0.0,0.702,0.4,au4_frown,0.157,5,10,anxiety,1.0,neutral,1,-0.108,0.144,0.118,-0.231,0.202,0.162,-0.197,0.38,0.401,0.102,0.11,0.17,-0.188,0.131,0.164,0.002,0.006,0.028,0.236,1.0,1.0,-0.011,0.143,1.0,0.252,0.14,0.04,-0.178,1.0,1.0,-0.011,0.143,1.0,-0.419,0.328,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.188,0.202,0.254,0.035,0.091,0.029,-0.026,0.143,1.0,0.043,0.024,0.053,1.0,0.637,0.825,-0.009,0.189,1.0,0.0,0.0,0.0,-0.016,0.022,0.04,-0.048,0.031,0.055,-0.022,0.016,0.04,-0.074,0.039,0.006,-0.014,0.319,0.717,0.167,0.808,1.0,-0.164,0.119,0.264
20260304_135106,1772603474.4272752,0.3,0.261,0.375,0.142,0.376,0.538,0.489,0.0,0.0,0.67,0.0,0.0,0.674,0.0,0.0,0.462,0.27,-0.994,0.986,0.0,0.0,0,0.539,0.582,0.619,0.593,-0.05,-0.747,0.748,0.803,high,0.184,0.877,0.0,0.701,0.4,au4_frown,0.142,5,10,anxiety,1.0,neutral,1,-0.11,0.145,0.246,-0.233,0.203,0.24,-0.198,0.383,0.552,0.094,0.109,0.186,-0.191,0.131,0.227,0.002,0.006,0.03,0.227,1.0,1.0,-0.011,0.143,1.0,0.25,0.139,0.173,-0.173,1.0,1.0,-0.011,0.143,1.0,-0.42,0.329,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0.202,0.351,0.034,0.091,0.117,-0.027,0.143,1.0,0.046,0.024,0.05,1.0,0.62,0.781,-0.01,0.189,1.0,0.0,0.0,0.0,-0.017,0.022,0.04,-0.044,0.031,0.07,-0.023,0.016,0.042,-0.072,0.039,0.023,-0.016,0.318,0.502,0.153,0.801,1.0,-0.149,0.118,0.226
20260304_135106,1772603474.454445,0.3,0.277,0.4,0.125,0.389,0.574,0.486,0.0,0.0,0.607,0.006,0.0,0.742,0.0,0.0,0.426,0.255,-0.994,0.981,0.0,0.0,0,0.537,0.585,0.621,0.603,-0.029,-0.742,0.743,0.819,high,0.162,0.965,0.0,0.699,0.4,,,,,anxiety,1.0,neutral,1,-0.111,0.145,0.132,-0.233,0.203,0.118,-0.199,0.386,0.72,0.087,0.108,0.124,-0.19,0.131,0.105,0.001,0.006,0.044,0.219,1.0,1.0,-0.012,0.143,1.0,0.241,0.138,0.035,-0.167,1.0,1.0,-0.012,0.143,1.0,-0.411,0.329,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.202,0.161,0.032,0.092,0.223,-0.028,0.144,1.0,0.048,0.024,0.038,1.0,0.603,0.738,-0.01,0.189,1.0,0.0,0.0,0.0,-0.018,0.022,0.046,-0.04,0.03,0.081,-0.023,0.017,0.034,-0.069,0.039,0.058,-0.017,0.317,0.291,0.138,0.794,1.0,-0.135,0.117,0.21
20260304_135106,1772603474.4790933,0.3,0.281,0.411,0.123,0.379,0.563,0.488,0.0,0.0,0.612,0.008,0.0,0.518,0.0,0.0,0.437,0.259,-0.993,0.982,0.0,0.0,0,0.538,0.585,0.62,0.602,-0.031,-0.753,0.753,0.745,high,0.159,0.673,0.0,0.698,0.4,,,,,anxiety,1.0,neutral,1,-0.111,0.145,0.105,-0.231,0.203,0.063,-0.201,0.39,0.732,0.079,0.107,0.174,-0.19,0.132,0.139,-0.0,0.006,0.034,0.21,1.0,1.0,-0.012,0.143,1.0,0.233,0.136,0.023,-0.161,1.0,1.0,-0.012,0.143,1.0,-0.419,0.333,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.201,0.212,0.03,0.092,0.193,-0.029,0.144,1.0,0.05,0.025,0.039,1.0,0.586,0.697,-0.011,0.189,1.0,0.0,0.0,0.0,-0.019,0.022,0.044,-0.037,0.03,0.08,-0.024,0.017,0.037,-0.067,0.039,0.056,-0.019,0.315,0.313,0.124,0.789,1.0,-0.12,0.116,0.244
20260304_135106,1772603474.5066643,0.3,0.278,0.411,0.109,0.366,0.599,0.489,0.0,0.0,0.66,0.028,0.0,0.842,0.0,0.0,0.401,0.256,-0.993,0.981,0.0,0.0,0,0.536,0.588,0.624,0.606,-0.02,-0.755,0.755,0.822,high,0.142,1.0,0.0,0.697,0.4,au7_eye_squeeze,0.599,2,13,anxiety,1.0,neutral,1,-0.111,0.145,0.123,-0.229,0.203,0.06,-0.204,0.395,0.86,0.07,0.106,0.241,-0.187,0.132,0.017,-0.001,0.007,0.032,0.202,1.0,1.0,-0.013,0.143,1.0,0.228,0.135,0.127,-0.153,1.0,0.281,-0.013,0.143,1.0,-0.402,0.332,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.187,0.201,0.026,0.028,0.093,0.208,-0.029,0.144,1.0,0.051,0.025,0.038,1.0,0.569,0.657,-0.011,0.189,1.0,0.0,0.0,0.0,-0.021,0.022,0.049,-0.033,0.03,0.092,-0.025,0.017,0.023,-0.063,0.039,0.07,-0.019,0.314,0.202,0.108,0.784,1.0,-0.105,0.115,0.252
20260304_135106,1772603474.5563118,0.3,0.281,0.421,0.134,0.33,0.548,0.485,0.0,0.0,0.616,0.068,0.0,0.919,0.0,0.0,0.452,0.246,-0.994,0.986,0.0,0.0,0,0.534,0.592,0.618,0.606,-0.039,-0.831,0.832,0.83,high,0.174,1.0,0.0,0.698,0.4,,,,,anxiety,1.0,neutral,1,-0.111,0.145,0.1,-0.226,0.203,0.008,-0.206,0.398,0.597,0.058,0.106,0.416,-0.188,0.132,0.184,-0.002,0.007,0.049,0.193,1.0,1.0,-0.014,0.143,1.0,0.219,0.133,0.019,-0.142,1.0,1.0,-0.014,0.143,1.0,-0.377,0.332,0.384,0.0,0.0,0.0,0.0,0.0,0.0,0.188,0.201,0.28,0.025,0.094,0.276,-0.03,0.145,1.0,0.054,0.025,0.047,1.0,0.552,0.618,-0.012,0.189,1.0,0.0,0.0,0.0,-0.022,0.023,0.055,-0.028,0.03,0.106,-0.025,0.017,0.043,-0.06,0.039,0.069,-0.021,0.313,0.394,0.087,0.792,1.0,-0.084,0.116,0.483
20260304_135106,1772603474.5891454,0.3,0.289,0.43,0.127,0.334,0.613,0.487,0.0,0.0,0.607,0.081,0.0,0.992,0.0,0.0,0.387,0.256,-0.993,0.981,0.0,0.0,0,0.533,0.594,0.621,0.613,-0.034,-0.8,0.801,0.828,high,0.166,1.0,0.0,0.699,0.4,au7_eye_squeeze,0.613,3,12,anxiety,1.0,neutral,1,-0.11,0.145,0.04,-0.224,0.203,0.037,-0.209,0.401,0.659,0.047,0.107,0.393,-0.185,0.132,0.034,-0.003,0.007,0.039,0.185,1.0,1.0,-0.014,0.143,1.0,0.211,0.132,0.051,-0.13,1.0,1.0,-0.014,0.143,1.0,-0.348,0.332,0.575,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.2,0.052,0.023,0.095,0.202,-0.031,0.145,1.0,0.056,0.025,0.037,1.0,0.535,0.58,-0.012,0.189,1.0,0.0,0.0,0.0,-0.024,0.023,0.059,-0.024,0.03,0.113,-0.026,0.017,0.034,-0.057,0.039,0.092,-0.023,0.312,0.344,0.069,0.795,1.0,-0.066,0.117,0.387
20260304_135106,1772603474.6132011,0.3,0.292,0.441,0.123,0.307,0.577,0.486,0.0,0.0,0.636,0.08,0.0,0.952,0.0,0.0,0.423,0.243,-0.995,0.984,0.0,0.0,0,0.533,0.593,0.618,0.608,-0.026,-0.84,0.84,0.827,high,0.16,1.0,0.0,0.701,0.4,au7_eye_squeeze,0.577,4,11,anxiety,1.0,neutral,1,-0.11,0.145,0.02,-0.22,0.203,0.087,-0.212,0.404,0.695,0.034,0.109,0.522,-0.184,0.132,0.082,-0.004,0.008,0.041,0.176,1.0,1.0,-0.015,0.143,1.0,0.205,0.131,0.04,-0.118,1.0,1.0,-0.015,0.143,1.0,-0.323,0.333,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.184,0.2,0.125,0.02,0.096,0.298,-0.032,0.145,1.0,0.058,0.025,0.043,1.0,0.517,0.543,-0.013,0.189,1.0,0.0,0.0,0.0,-0.025,0.023,0.061,-0.02,0.031,0.11,-0.027,0.017,0.044,-0.054,0.039,0.076,-0.023,0.311,0.265,0.049,0.806,1.0,-0.045,0.118,0.504
20260304_135106,1772603474.6517966,0.3,0.312,0.454,0.109,0.322,0.569,0.484,0.0,0.0,0.595,0.1,0.0,0.953,0.0,0.0,0.431,0.23,-0.994,0.981,0.0,0.0,0,0.531,0.595,0.618,0.613,-0.02,-0.84,0.84,0.823,high,0.142,1.0,0.0,0.703,0.4,au15_mouth_down,0.1,7,8,anxiety,1.0,neutral,1,-0.109,0.145,0.115,-0.216,0.203,0.148,-0.216,0.409,0.841,0.023,0.11,0.448,-0.183,0.132,0.109,-0.005,0.008,0.051,0.168,1.0,1.0,-0.015,0.143,1.0,0.195,0.13,0.098,-0.105,1.0,1.0,-0.015,0.143,1.0,-0.298,0.333,0.472,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.199,0.164,0.016,0.099,0.386,-0.033,0.146,1.0,0.06,0.025,0.036,1.0,0.5,0.507,-0.013,0.189,1.0,0.0,0.0,0.0,-0.027,0.023,0.066,-0.015,0.031,0.116,-0.028,0.017,0.042,-0.05,0.039,0.093,-0.024,0.311,0.201,0.027,0.816,1.0,-0.024,0.119,0.501
20260304_135106,1772603474.6793444,0.3,0.308,0.455,0.149,0.299,0.561,0.48,0.0,0.0,0.528,0.134,0.0,0.907,0.0,0.0,0.439,0.238,-0.995,0.98,0.0,0.0,0,0.53,0.599,0.615,0.614,-0.035,-0.904,0.905,0.837,high,0.194,1.0,0.0,0.707,0.4,au15_mouth_down,0.134,6,9,anxiety,1.0,neutral,1,-0.108,0.145,0.086,-0.213,0.203,0.155,-0.216,0.411,0.403,0.009,0.113,0.561,-0.183,0.132,0.133,-0.007,0.009,0.066,0.159,1.0,1.0,-0.016,0.143,1.0,0.18,0.129,0.312,-0.089,1.0,1.0,-0.016,0.143,1.0,-0.277,0.333,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.199,0.2,0.012,0.1,0.321,-0.034,0.146,1.0,0.062,0.025,0.034,1.0,0.483,0.472,-0.014,0.189,1.0,0.0,0.0,0.0,-0.029,0.023,0.068,-0.011,0.031,0.128,-0.029,0.018,0.052,-0.047,0.039,0.096,-0.025,0.31,0.346,0.001,0.842,1.0,0.002,0.123,0.691
20260304_135106,1772603474.711208,0.3,0.292,0.438,0.137,0.33,0.527,0.482,0.0,0.0,0.547,0.141,0.0,0.811,0.0,0.0,0.473,0.236,-0.993,0.981,0.0,0.0,0,0.529,0.6,0.615,0.616,-0.019,-0.854,0.854,0.833,high,0.179,1.0,0.0,0.71,0.4,au15_mouth_down,0.141,6,9,anxiety,1.0,neutral,1,-0.107,0.146,0.022,-0.21,0.203,0.072,-0.218,0.413,0.524,-0.002,0.114,0.41,-0.186,0.133,0.242,-0.008,0.009,0.056,0.15,1.0,1.0,-0.016,0.143,1.0,0.166,0.129,0.254,-0.073,1.0,1.0,-0.016,0.143,1.0,-0.261,0.332,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0.199,0.363,0.008,0.102,0.335,-0.035,0.146,1.0,0.064,0.025,0.035,0.975,0.465,0.438,-0.015,0.189,1.0,0.0,0.0,0.0,-0.031,0.024,0.071,-0.006,0.031,0.135,-0.031,0.018,0.052,-0.043,0.039,0.104,-0.025,0.31,0.188,-0.021,0.854,1.0,0.024,0.125,0.536
20260304_135106,1772603474.742272,0.3,0.309,0.469,0.17,0.332,0.542,0.483,0.0,0.0,0.535,0.155,0.0,0.928,0.0,0.0,0.458,0.243,-0.992,0.975,0.0,0.0,0,0.53,0.602,0.611,0.634,-0.036,-0.814,0.815,0.844,high,0.221,1.0,0.0,0.711,0.4,au15_mouth_down,0.155,7,8,anxiety,1.0,neutral,1,-0.105,0.146,0.091,-0.204,0.203,0.222,-0.218,0.414,0.166,-0.013,0.115,0.398,-0.187,0.133,0.189,-0.009,0.01,0.054,0.142,1.0,1.0,-0.017,0.143,1.0,0.152,0.129,0.292,-0.055,1.0,1.0,-0.017,0.143,1.0,-0.238,0.332,0.411,0.0,0.0,0.0,0.0,0.0,0.0,0.187,0.199,0.282,0.005,0.103,0.281,-0.036,0.146,1.0,0.066,0.025,0.024,0.926,0.447,0.405,-0.015,0.189,1.0,0.0,0.0,0.0,-0.032,0.024,0.07,-0.001,0.032,0.14,-0.032,0.018,0.062,-0.038,0.04,0.164,-0.026,0.309,0.356,-0.039,0.86,1.0,0.042,0.125,0.416
20260304_135106,1772603474.779395,0.3,0.36,0.574,0.209,0.304,0.491,0.48,0.0,0.0,0.553,0.188,0.0,0.805,0.0,0.0,0.509,0.223,-0.993,0.973,0.0,0.0,0,0.53,0.606,0.605,0.645,-0.035,-0.85,0.851,0.752,high,0.271,1.0,0.0,0.713,0.295,au4_frown,0.209,2,13,anxiety,0.737,neutral,1,-0.1,0.147,0.438,-0.192,0.206,0.715,-0.214,0.414,0.255,-0.025,0.118,0.533,-0.193,0.135,0.358,-0.011,0.01,0.065,0.133,1.0,1.0,-0.018,0.143,1.0,0.141,0.128,0.234,-0.035,1.0,1.0,-0.018,0.143,1.0,-0.229,0.332,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.2,0.531,0.001,0.106,0.42,-0.037,0.146,1.0,0.067,0.025,0.019,0.876,0.429,0.373,-0.016,0.189,1.0,0.0,0.0,0.0,-0.034,0.024,0.068,0.004,0.032,0.154,-0.034,0.019,0.08,-0.032,0.041,0.199,-0.027,0.309,0.352,-0.059,0.874,1.0,0.062,0.127,0.521
20260304_135106,1772603474.806954,0.3,0.328,0.506,0.216,0.305,0.518,0.48,0.0,0.0,0.509,0.211,0.0,0.921,0.0,0.0,0.482,0.232,-0.993,0.977,0.0,0.0,0,0.529,0.611,0.61,0.649,-0.027,-0.841,0.841,0.749,high,0.281,1.0,0.0,0.715,0.289,au4_frown,0.216,3,12,anxiety,0.722,neutral,1,-0.097,0.147,0.219,-0.184,0.206,0.383,-0.211,0.414,0.339,-0.037,0.12,0.525,-0.197,0.136,0.263,-0.012,0.011,0.064,0.125,1.0,1.0,-0.018,0.143,1.0,0.124,0.129,0.374,-0.014,1.0,1.0,-0.018,0.143,1.0,-0.21,0.333,0.393,0.0,0.0,0.0,0.0,0.0,0.0,0.197,0.2,0.389,-0.004,0.108,0.353,-0.038,0.147,1.0,0.068,0.025,0.028,0.824,0.411,0.342,-0.016,0.189,1.0,0.0,0.0,0.0,-0.036,0.025,0.071,0.009,0.033,0.171,-0.035,0.019,0.063,-0.026,0.043,0.212,-0.027,0.309,0.268,-0.079,0.884,1.0,0.082,0.129,0.49
20260304_135106,1772603474.8475006,0.3,0.375,0.578,0.255,0.264,0.443,0.474,0.0,0.0,0.499,0.268,0.0,0.64,0.0,0.0,0.557,0.222,-0.992,0.975,0.0,0.0,0,0.53,0.614,0.619,0.642,-0.008,-1.002,1.002,0.682,high,0.331,0.832,0.0,0.727,0.25,au4_frown,0.255,4,11,anxiety,0.626,neutral,1,-0.091,0.149,0.533,-0.172,0.209,0.718,-0.205,0.414,0.752,-0.052,0.125,0.722,-0.206,0.139,0.511,-0.014,0.012,0.088,0.116,1.0,1.0,-0.019,0.143,1.0,0.109,0.13,0.406,0.012,1.0,1.0,-0.019,0.143,1.0,-0.205,0.334,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.206,0.203,0.751,-0.008,0.11,0.425,-0.039,0.147,1.0,0.07,0.025,0.024,0.77,0.392,0.312,-0.017,0.189,1.0,0.0,0.0,0.0,-0.037,0.025,0.068,0.015,0.034,0.181,-0.035,0.019,0.035,-0.021,0.043,0.186,-0.025,0.31,0.08,-0.11,0.944,1.0,0.112,0.137,0.962
20260304_135106,1772603474.882375,0.3,0.353,0.534,0.186,0.256,0.471,0.468,0.0,0.0,0.42,0.288,0.0,0.774,0.0,0.0,0.529,0.234,-0.993,0.979,0.0,0.0,0,0.53,0.617,0.618,0.632,-0.025,-1.063,1.064,0.853,high,0.242,1.0,0.0,0.737,0.4,au4_frown,0.186,6,9,anxiety,1.0,neutral,1,-0.087,0.15,0.379,-0.163,0.21,0.504,-0.203,0.415,0.003,-0.068,0.131,0.756,-0.21,0.141,0.41,-0.016,0.013,0.11,0.108,1.0,1.0,-0.019,0.143,1.0,0.086,0.133,0.659,0.039,1.0,1.0,-0.019,0.143,1.0,-0.191,0.333,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.203,0.597,-0.012,0.112,0.335,-0.04,0.147,1.0,0.071,0.025,0.032,0.715,0.373,0.282,-0.017,0.189,1.0,0.0,0.0,0.0,-0.039,0.025,0.068,0.02,0.035,0.189,-0.036,0.019,0.038,-0.016,0.044,0.152,-0.026,0.31,0.251,-0.146,1.0,1.0,0.148,0.148,1.0
20260304_135106,1772603474.9194329,0.3,0.349,0.514,0.16,0.27,0.476,0.47,0.0,0.0,0.415,0.287,0.0,0.736,0.0,0.0,0.524,0.237,-0.993,0.981,0.0,0.0,0,0.529,0.618,0.618,0.632,-0.021,-1.028,1.029,0.834,high,0.209,0.957,0.0,0.737,0.4,au4_frown,0.16,6,9,anxiety,1.0,neutral,1,-0.083,0.151,0.343,-0.155,0.211,0.406,-0.203,0.416,0.27,-0.083,0.135,0.683,-0.214,0.142,0.387,-0.018,0.014,0.103,0.099,1.0,1.0,-0.02,0.143,1.0,0.064,0.137,0.672,0.065,1.0,1.0,-0.02,0.143,1.0,-0.181,0.334,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.214,0.204,0.559,-0.015,0.113,0.309,-0.041,0.147,1.0,0.073,0.025,0.035,0.659,0.354,0.253,-0.018,0.189,1.0,0.0,0.0,0.0,-0.041,0.025,0.069,0.026,0.037,0.19,-0.036,0.019,0.037,-0.011,0.045,0.151,-0.026,0.31,0.21,-0.178,1.0,1.0,0.18,0.156,1.0
20260304_135106,1772603474.9511685,0.3,0.382,0.577,0.178,0.221,0.458,0.463,0.0,0.0,0.414,0.37,0.0,0.855,0.0,0.0,0.542,0.216,-0.995,0.979,0.0,0.0,0,0.53,0.623,0.622,0.642,0.01,-1.104,1.104,0.851,high,0.231,1.0,0.0,0.738,0.4,au15_mouth_down,0.37,6,9,anxiety,1.0,neutral,1,-0.077,0.154,0.561,-0.144,0.213,0.694,-0.202,0.417,0.08,-0.101,0.143,0.923,-0.22,0.144,0.445,-0.02,0.016,0.128,0.091,1.0,1.0,-0.02,0.143,1.0,0.043,0.142,0.672,0.097,1.0,1.0,-0.02,0.143,1.0,-0.162,0.333,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.205,0.637,-0.02,0.116,0.454,-0.042,0.147,1.0,0.075,0.025,0.031,0.6,0.333,0.225,-0.018,0.189,1.0,0.0,0.0,0.0,-0.042,0.026,0.063,0.032,0.038,0.207,-0.036,0.019,0.024,-0.006,0.045,0.183,-0.023,0.314,0.103,-0.215,1.0,1.0,0.217,0.167,1.0
20260304_135106,1772603474.9844234,0.3,0.379,0.574,0.177,0.199,0.455,0.461,0.0,0.0,0.38,0.419,0.0,0.968,0.0,0.0,0.545,0.211,-0.995,0.984,0.0,0.0,0,0.53,0.629,0.622,0.642,-0.0,-1.151,1.151,0.85,high,0.23,1.0,0.0,0.739,0.4,au15_mouth_down,0.419,6,9,anxiety,1.0,neutral,1,-0.072,0.156,0.534,-0.134,0.215,0.668,-0.203,0.417,0.09,-0.119,0.153,1.0,-0.226,0.146,0.449,-0.023,0.017,0.136,0.082,1.0,1.0,-0.021,0.143,1.0,0.02,0.147,0.777,0.132,1.0,1.0,-0.021,0.143,1.0,-0.134,0.334,0.543,0.0,0.0,0.0,0.0,0.0,0.0,0.226,0.206,0.637,-0.026,0.119,0.488,-0.043,0.148,1.0,0.077,0.025,0.042,0.54,0.312,0.198,-0.019,0.189,1.0,0.0,0.0,0.0,-0.043,0.026,0.063,0.038,0.04,0.228,-0.036,0.019,0.022,-0.001,0.046,0.18,-0.02,0.316,0.003,-0.253,1.0,1.0,0.255,0.18,1.0
20260304_135106,1772603475.0159876,0.3,0.395,0.617,0.162,0.151,0.475,0.454,0.0,0.0,0.352,0.478,0.0,0.779,0.0,0.0,0.525,0.192,-0.996,0.977,0.0,0.0,0,0.531,0.632,0.622,0.652,0.024,-1.241,1.241,0.846,high,0.211,1.0,0.0,0.74,0.4,au15_mouth_down,0.478,6,9,anxiety,1.0,neutral,1,-0.066,0.158,0.63,-0.121,0.219,0.856,-0.205,0.417,0.242,-0.14,0.168,1.0,-0.231,0.148,0.376,-0.026,0.019,0.161,0.073,1.0,1.0,-0.022,0.143,1.0,-0.005,0.154,0.863,0.171,1.0,1.0,-0.022,0.143,1.0,-0.119,0.334,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.231,0.207,0.53,-0.034,0.123,0.624,-0.044,0.148,1.0,0.078,0.025,0.027,0.478,0.29,0.171,-0.019,0.189,1.0,0.0,0.0,0.0,-0.044,0.026,0.06,0.044,0.041,0.237,-0.036,0.019,0.023,0.005,0.047,0.212,-0.015,0.323,0.242,-0.297,1.0,1.0,0.299,0.196,1.0
20260304_135106,1772603475.0462697,0.3,0.368,0.56,0.189,0.162,0.491,0.454,0.0,0.0,0.364,0.518,0.0,0.98,0.0,0.0,0.509,0.202,-0.997,0.989,0.0,0.0,0,0.531,0.638,0.62,0.652,0.005,-1.2,1.2,0.855,high,0.245,1.0,0.0,0.74,0.4,au15_mouth_down,0.518,6,9,anxiety,1.0,neutral,1,-0.06,0.16,0.442,-0.11,0.22,0.585,-0.203,0.418,0.048,-0.161,0.18,1.0,-0.237,0.149,0.319,-0.029,0.021,0.161,0.065,1.0,1.0,-0.022,0.143,1.0,-0.028,0.16,0.821,0.213,1.0,1.0,-0.022,0.143,1.0,-0.09,0.334,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.237,0.208,0.446,-0.041,0.127,0.546,-0.045,0.149,1.0,0.08,0.025,0.051,0.415,0.267,0.145,-0.02,0.189,1.0,0.0,0.0,0.0,-0.044,0.026,0.06,0.051,0.043,0.255,-0.035,0.019,0.028,0.011,0.049,0.211,-0.011,0.325,0.05,-0.338,1.0,1.0,0.34,0.208,1.0
